2.560000000000000000e+04 2.700000000000000000e+01
4.663536000000000000e+06 2.600000000000000000e+01
1.310720000000000000e+05 2.000000000000000000e+01
1.280000000000000000e+02 2.000000000000000000e+01
5.368709120000000000e+08 2.000000000000000000e+01
2.457600000000000000e+04 1.700000000000000000e+01
0.000000000000000000e+00 1.000000000000000000e+01
4.664560000000000000e+06 9.000000000000000000e+00
4.665072000000000000e+06 8.000000000000000000e+00
4.665792000000000000e+06 8.000000000000000000e+00
2.880000000000000000e+02 7.000000000000000000e+00
2.101046400000000000e+07 6.000000000000000000e+00
4.863760000000000000e+06 6.000000000000000000e+00
1.681592000000000000e+07 6.000000000000000000e+00
8.803200000000000000e+04 5.000000000000000000e+00
2.310788800000000000e+07 4.000000000000000000e+00
6.332416000000000000e+06 4.000000000000000000e+00
2.748433600000000000e+07 4.000000000000000000e+00
2.748536000000000000e+07 4.000000000000000000e+00
6.331720000000000000e+06 4.000000000000000000e+00
2.748484800000000000e+07 4.000000000000000000e+00
6.330184000000000000e+06 4.000000000000000000e+00
2.101148800000000000e+07 4.000000000000000000e+00
2.748638400000000000e+07 4.000000000000000000e+00
2.749048000000000000e+07 4.000000000000000000e+00
1.681694400000000000e+07 4.000000000000000000e+00
1.681745600000000000e+07 4.000000000000000000e+00
6.331208000000000000e+06 4.000000000000000000e+00
2.560000000000000000e+02 4.000000000000000000e+00
2.748689600000000000e+07 4.000000000000000000e+00
6.330696000000000000e+06 4.000000000000000000e+00
1.681643200000000000e+07 4.000000000000000000e+00
9.982443050000000000e+08 3.000000000000000000e+00
4.342400000000000000e+04 3.000000000000000000e+00
4.537600000000000000e+04 3.000000000000000000e+00
4.665584000000000000e+06 3.000000000000000000e+00
4.864000000000000000e+04 3.000000000000000000e+00
8.825600000000000000e+04 3.000000000000000000e+00
4.451200000000000000e+04 3.000000000000000000e+00
4.777600000000000000e+04 3.000000000000000000e+00
2.190400000000000000e+05 3.000000000000000000e+00
4.096000000000000000e+04 3.000000000000000000e+00
4.108800000000000000e+04 3.000000000000000000e+00
4.857600000000000000e+04 3.000000000000000000e+00
8.192000000000000000e+03 3.000000000000000000e+00
4.528000000000000000e+04 3.000000000000000000e+00
4.768000000000000000e+04 3.000000000000000000e+00
5.348146570000000000e+08 3.000000000000000000e+00
4.505600000000000000e+04 3.000000000000000000e+00
4.745600000000000000e+04 3.000000000000000000e+00
4.851200000000000000e+04 3.000000000000000000e+00
4.521600000000000000e+04 3.000000000000000000e+00
4.739200000000000000e+04 3.000000000000000000e+00
4.352000000000000000e+04 3.000000000000000000e+00
2.568000000000000000e+05 3.000000000000000000e+00
4.729600000000000000e+04 3.000000000000000000e+00
4.499200000000000000e+04 3.000000000000000000e+00
4.268800000000000000e+04 3.000000000000000000e+00
2.010880000000000000e+05 3.000000000000000000e+00
4.835200000000000000e+04 3.000000000000000000e+00
4.160000000000000000e+04 3.000000000000000000e+00
4.828800000000000000e+04 3.000000000000000000e+00
1.312000000000000000e+05 3.000000000000000000e+00
2.558080000000000000e+05 3.000000000000000000e+00
8.544000000000000000e+03 3.000000000000000000e+00
4.694400000000000000e+04 3.000000000000000000e+00
2.324800000000000000e+05 3.000000000000000000e+00
2.555520000000000000e+05 3.000000000000000000e+00
1.981760000000000000e+05 3.000000000000000000e+00
4.476800000000000000e+04 3.000000000000000000e+00
1.317945600000000000e+07 2.000000000000000000e+00
2.645990400000000000e+07 2.000000000000000000e+00
6.291455970000000000e+08 2.000000000000000000e+00
6.375342040000000000e+08 2.000000000000000000e+00
6.123683830000000000e+08 2.000000000000000000e+00
6.543114180000000000e+08 2.000000000000000000e+00
6.627000250000000000e+08 2.000000000000000000e+00
1.975909600000000000e+07 2.000000000000000000e+00
6.794772390000000000e+08 2.000000000000000000e+00
6.878658460000000000e+08 2.000000000000000000e+00
6.207569900000000000e+08 2.000000000000000000e+00
2.445768000000000000e+07 2.000000000000000000e+00
7.130316670000000000e+08 2.000000000000000000e+00
7.214202740000000000e+08 2.000000000000000000e+00
